,id,tweet_id,text,tag,date,partition
631,828,403694344508809217,in cdm abbiamo stabilito che domani è giorno di lutto nazionale per la tragedia della #sardegna ,Related and informative,Fri Nov 22 01:20:06 +0000 2013,train
632,829,403702615676297216,#sardegna : la risposta del #m5s a catastrofi presenti e future . #sicurezza #opere <URL> … <URL> ,Related and informative,Fri Nov 22 01:52:58 +0000 2013,train
633,830,403718356869849088,un sistema di prevenzione novecentesco ! alluvione in sardegna : allarme via fax ai municipi chiusi di domenica … <URL> ,Related and informative,Fri Nov 22 02:55:31 +0000 2013,train
634,831,403763936371441664,"la prossima volta che voterete qualcuno che basa la propria politica sul cemento , sappiate di avere molti morti sulla coscienza . #sardegna ",Not related,Fri Nov 22 05:56:38 +0000 2013,train
635,832,403789286761574400,oggi #unomattina andrà in onda fino alle 11 con informazioni e collegamenti dalle zone alluvionate della #sardegna . #staytuned ,Related and informative,Fri Nov 22 07:37:22 +0000 2013,train
636,833,403790918349643778,"alluvione in sardegna , scende a 460 il numero degli sfollati . nuova allerta della protezione civile : gli ultimi . . . <URL> ",Related and informative,Fri Nov 22 07:43:51 +0000 2013,train
637,834,403809528455888896,giornata di lutto nazionale : alle 12 un minuto di silenzio in <USR> in ricordo delle vittime dell ' alluvione in #sardegna ,Related and informative,Fri Nov 22 08:57:48 +0000 2013,train
638,835,403809914327293952,l ' #ansa si unisce al cordoglio e partecipa al #luttonazionale per le vittime dell ' alluvione in #sardegna <USR> ,Related - but not informative,Fri Nov 22 08:59:20 +0000 2013,train
639,836,403810061127925760,22 novembre lutto nazionale per le vittime dell ' alluvione sardegna #sardegna #luttonazionale <URL> <URL> ,Related and informative,Fri Nov 22 08:59:55 +0000 2013,train
640,837,403814142198677504,#sardegnacoraggio #sardegnaferita #sardolicesimo #sardegna #forzasardegna unidos <URL> ,Related - but not informative,Fri Nov 22 09:16:08 +0000 2013,train
