2012-08-09,in focus : monsoon rain floods manila <URL>
2012-08-09,<USR> <USR> people in 2846 lolo ambo st . villa alfonso pasig city needs food and water #rescueph
2012-08-09,heavy rains in taguig as well rt <USR> : its raining hard again in manila . stay safe guys . #floodsph
2012-08-09,ateneo hs #reliefph : kitchen needs cooking oil . supplies running low . please rt
2012-08-09,rt <USR> : #rescueph pls help our friends in 414 nativity st . st . ( cont ) <URL>
2012-08-09,<USR> <USR> <USR> #vinamorales #prayforthephilippines <URL>
2012-08-09,please rt and tell your friends : marikina city rescue : ( 02 ) 6462436 #rescueph
2012-08-09,please rt and tell your friends : marikina city rescue : ( 02 ) 6462436 #rescueph
2012-08-09,<USR> #rescueph <USR> <USR> <USR> #vinamorales #prayforthephilippines <URL>
2012-08-09,it ' s just sad how my posting in #rescueph never got a reply from people who are volunteering . #hoping my friend is okay .
2012-08-09,i ' m auctioning a cosplay for charity ! 100% of this listing goes to the philippine flood disaster relief so please . . . . . .
2012-08-09,please be advised that offices are also closed in #lpumanila today . #reliefph goods can be dropped off at mabini hall o . . .
2012-08-09,"<USR> <USR> <USR> <USR> hi , in need of help : janice alerta , san mateo rizal , 09078585215 #rescueph #reliefph"
2012-08-09,flood alert : as of 9:29am araneta to maria clara manila is now passable to all type of vehicles | <USR>
2012-08-09,"check red cross , dswd . rt <USR> : where can i drop donations like canned goods and childrens clothes ? ( from laguna area ) #reliefph"
2012-08-09,#reliefph needs in valenzuela city
2012-08-09,people needing help may text <USR> at 09051456217 | 09293510068 | 09323608563 . please retweet . #rescueph
2012-08-09,"<USR> thank u ms . hilton . but f its nt so much to ask mybe u can donate some of ur hotel supplies ( toiletries , blankets ) to #reliefph"
2012-08-09,tears for fears to give aid to metro manila flood victims <URL>
2012-08-09,we have souther tagalog serve the people corps relief operation up at <URL> and <URL> #reliefph pls use :)
2012-08-09,"how to donate to red cross : red <space> amount ( 5 , 25 , 50 , 100 , 300 , 500 , 1000 ) send to 2899 ( globe ) or 4143 ( smart ) . #rescueph"
2012-08-09,magbibigay in kami ng relief goods + clothes later . :) #bangonpilipinas #reliefph
2012-08-09,""" <USR> : flood alert : as of 9:29am araneta to maria clara , manila is now passable to all type of vehicles | #floodsph via <USR> """
2012-08-09,#reliefph for the philippines
2012-08-09,<USR> please rt #pnama needs donations and volunteers <URL> #reliefph
2012-08-09,""" maybe the rain was sent to unite the country we have divided . "" #rescueph <URL>"
2012-08-09,""" <USR> : flood alert : c - 5 eagle st . sm hypermart pasig ; now passable to all vehicles | #floodsph via <USR> "" by juan alvin gabagat"
2012-08-09,reading : hashtags help coordinate relief efforts in philippine floods https://t.co/xxeaprez via <USR> #socmed #sm4 . . .
2012-08-09,"ruel alviza of 142 gospel st . , saint gregory , cainta , rizal is calling for #rescueph & #reliefph . contact 0926633 . . ."
2012-08-09,more donations are needed in ua & p . please donate more . :) <USR> <USR> <USR> #unitas #rescueph #re . . .
2012-08-09,rt <USR> : flood alert : araneta to e . rodriguez manila is now passable to all type of vehicles
2012-08-09,can ' t wait to hear good news of the aftermath - there is hope for manila . flood is not permanent ! only god is perma . . .
2012-08-09,<USR> flood alert : araneta to e . rodriguez manila is now passable to all type of vehicles
