2013-01-30,updated #goldcoast road closure information is available here <URL> #bigwet #qldfloods
2013-01-30,kiwi trapped by queensland floods - new zealand herald - via <USR> <URL>
2013-01-30,floods in queensland worst on record - irish times : sydney morning heraldfloods in queensland worst on recordiri . . . <URL>
2013-01-30,i would say queensland ' s repetitive flood crises are more the direct result of occupying and building in excess on a flo . . .
2013-01-30,george street #bundaberg . #bigwet <URL>
2013-01-30,"have i got this right , people of qld want the govt to step in and help . have they forgotten tony abbott opposed the last qld flood levy"
2013-01-30,"chan 9 are showing hr long broadcasts from the queensland floods instead of <USR> . we don ' t wanna think about that , we wanna laugh !"
2013-01-30,what seems like a common occurence now : heavy flooding hits australia <URL>
2013-01-30,"australia ' s intense rain , crazy flooding and bushfires - all part of the climate change playbook > > new scientist . . ."
2013-01-30,"just back in qld from melbourne . where ' s noah when you need him ! ? where i am - trees smashing up houses , floods and 4 days with no power . . ."
2013-01-30,show your support and get your tickets here : <URL> #goroar #aleague #qldfloods #bigwet
2013-01-30,asia top news : australia floods cast pall over wesfarmers outlook <URL> ( via cnbc asia )
2013-01-30,the clean up ' s on at tarragindi #bigwet <URL>
2013-01-30,slsc australia : sls is encouraging everyone to play it safe in flood affected areas . don … <URL>
2013-01-30,"australians clean up from floods , supplies dwindle : brisbane , australia ( ap ) — military personnel headed to flood - ravaged northeast a . . ."
2013-01-30,<USR> sounds like something they would be telling people in australia right now with all the flooding we ' ve had :/
2013-01-30,#lismore airport is now re - opened but all flights today are still diverted to ballina #bigwet
2013-01-30,clean - up begins after deadly australia floods <URL> [ straitstimes world ]
2013-01-30,gallery : flooding hits qld ' s sunshine coast . see a selection of photos from <USR> <URL> <URL> . . .
2013-01-30,2 days left ! make sure your y natural purchase supports the queensland flood appeal 2013 . . . here at y natural . . . <URL>
2013-01-30,this is ( we think ) a grey wolf #spider escorting her young to safety from flooding in #jandowae #bigwet #qldfloods ht . . .
2013-01-30,warwick - about 20 businesses were inundated . the area is now in clean up mode . - pt #bigwet
2013-01-30,<USR> says qld is important for gillard - why call an election during time of need during the floods <USR> <USR> ask now
2013-01-30,awww “ <USR> : this picture made us smile : a queensland police officer rescues a calf from the floods <URL>
2013-01-30,"queensland floods update : a second body has been found today , taking the total death to 6 #tennews"
2013-01-30,"hey guys , emergency visa prepaid cards available 2 aami customers impacted by #bigwet . contact us <USR> 13 22 44 if u need assistance #qldfloods"
2013-01-30,"unique image of the qld flood plumes from <USR> on int . space station , our thoughts are with those affected . . ."
2013-01-30,live now : coverage of #qldfloods continues on <USR> .
2013-01-30,has work been affected by queensland & nsw floods ? read ‘ natural disasters ’ info for workplaces <URL> via <USR>
2013-01-30,want to help out the people of qld doing it tough right now ? be a total legend and donate to the floods appeal here http :// . . .
2013-01-30,gas pipeline was ruptured between bundaberg and #gladstone #bigwet
2013-01-30,assistance is available for those affected by #qldfloods . see queensland govt website for more info <URL>
2013-01-30,no helping out at markets for me this week due to the #qldflood but i will still be performing the #haha this weekend . #brisbane
2013-01-30,gayndah qld is getting no help from government . i am driving supplies up there if anyone can help donate anything . #bigwet #thebigwet
2013-01-30,anyone know how childers is coping with the floods ? #queensland #floods
2013-01-30,iht rendezvous : iht quick read : jan . 30 : dozens of bodies found in syria ; flooding in australia ; governing thail . . . <URL>
2013-01-30,want to help out the people of qld doing it tough right now ? be a total legend and donate to the floods appeal here http :// . . .
2013-01-30,"lost blue burmese cat , glass house mountains #qld #qldfloods #bigwet <URL> via <USR> pls rt"
2013-01-30,clean - up launched after deadly australia floods : sydney : a mammoth clean - up was underway in australia ' s flood - hi . . . <URL>
2013-01-30,ive avoided the political personal side but ummmm anna did much better organising personally i miss her answering my requests #qldfloods
2013-01-30,i ' d like to thank marius kloppers and bhp billiton for their $ 1 million donation to the qld flood appeal
2013-01-30,clean - up launched after deadly australia floods : sydney : a mammoth clean - up was underway in austral . . . <URL> via <USR>
2013-01-30,"lost – two chickens – seven hills , #brisbane #qld <URL> via <USR> #qldfloods #bigwet pls rt"
2013-01-30,"dtn taiwan : taiwanese man on working holiday in australia dies in flood : taipei , jan . 30 ( cna ) a taiwanese man o . . . <URL>"
2013-01-30,planning for floods and fires : disasters are not natural anymore <URL> #climate #australia #flooding #wildfire
2013-01-30,troops lend muscle to queensland ' s flood recovery ( abc ) <URL>
2013-01-30,exclusion zone in place in north #bundaberg <URL> #qldfloods #bigwet
2013-01-30,bhp donates $1million to qld flood appeal <URL>
2013-01-30,flood waters head for the cotton fields : it ' s a wait and see game for cotton growers on the queensland - ns . . . <URL> #water
2013-01-30,starting to see boats travelling upstream on the brisbane river again #bigwet <URL>
2013-01-26,"update . we have two road crashes , peachester road , qfrs responding horsecamp road swiftwater incident #bigwet"
2013-01-26,"emergency flood alerts issued for towns in queensland , australia ; residents urged to get to higher ground - <USR> . . ."
2013-01-26,#australiaday #flag #aussie #australia #aussiepride #iphone5 #hdr2 #water #rain #bigwet <URL>
2013-01-26,#leimo <URL> qld residents prepare for storm tides : emergency flood alerts ha . . . <URL> <USR> <USR>
2013-01-26,<USR> can we borrow him ? there ' s a leak in wivenhoe dam he would bung nicely :) #qldfloods
2013-01-26,qld coastal cities face a 1 in 100 year flood . haven ' t had one of them for at least 3 years . but as you were - no climate . . .
2013-01-26,"flood warning for the connors , isaac , don , dawson and fitzroy rivers #bigwet <URL> issued at 12:29 . . . <URL>"
2013-01-26,reports of road traffic crash ▶ possible entrapment ▶ canando st & daguilar hwy woodford <URL> #bigwet
2013-01-26,reports of road traffic crash ▶ nr keefton rd bruce hwy gympie <URL> #bigwet <URL>
2013-01-26,etu members <USR> stanwell power station keeping the lights on in difficult conditions <URL> #qldpol #bigwet #q . . .
2013-01-26,homes spared from flooding for now - sydney morning herald <URL> #qld
2013-01-26,yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq #australiaday #nofilter <URL>
2013-01-26,"breaking : <USR> premier says "" situation has deteriorated "" in central qld . gladstone has been disaster declared #bigwet"
2013-01-26,premier newman : weather situation has deteriorated . #bigwet
2013-01-26,"newman says bundaberg has been hit by a tornado . buildings damaged , power lines down . disaster declared . #bigwet"
2013-01-26,wow a mini tornado in queensland and flooding . can that now be declared as the unluckiest state in australia now ?
2013-01-26,burnett heads - remain indoors - tornadoes / waterspouts in your region now #qld #qldfloods #bigwet
2013-01-26,confirmed tornado at burnett heads . residents should remain indoors . #bigwet
2013-01-26,oswald flood threat remains : thousands of queensland homes are without power and preparing for rising floodwater . . . <URL>
2013-01-26,trampoline stuck in the top of power pole . unbelievable #bargara #bigwet <URL>
2013-01-26,"sheer genius , satire on the flood of patriotic nonsense put out for australia day . watch and laugh ! <URL>"
2013-01-26,residents in the bundaberg area need to remain inside . tornado activity can be unpredictable & destructive . #bigwet #t . . .
2013-01-26,"attention media . stop referring to tornadoes as "" mini "" they either are a tornado or they are not a tornado . #bigwet  . . ."
2013-01-26,"of wtf , queensland , your call centre doesn ' t help us the fuck out , why are we getting slammed with your flood calls ! ?"
2013-01-26,tonight in 7 news : bundaberg a disaster zone as a string of tornadoes rip through the area #bigwet
2013-01-26,"bundaberg , the bargara and burnett heads coastal area could be without power for up to 4 8 hrs #bigwet"
2013-01-26,keep up - to - date with the 2 severe weather warnings current for qld . #bigwet #tornado <URL>
2013-01-26,bom : radar suggests strong possibility of tornado 3 0 km w of maryborough moving ssw at 5 0 km / h #bigwet #tornado
2013-01-26,6:20pm est police : reports of another tornado at burnett heads . residents remain inside . #bigwet #tornado
2013-01-26,amazed & shocked at flood images from home on sm . v relieved <USR> seems to have been spared tornadoes at her place too . #qldflood
2013-01-26,"<USR> lol we are getting 3 0 0 mm plus , even more tomorrow , in some parts of qld there has been tornados , flooding its crazy"
2013-01-26,"qld premier campbell newman "" i ' m determined to ensure that this flooding won ' t be similar to the flooding of 2011 . "" kin . . ."
2013-01-26,police : fast stream rises are continuing across the baffle creek catchment . major flooding is rising at mim . . . <URL> #qld
2013-01-26,queensland ' s rainfall outlook in one animated map <URL> <USR> #bigwet
2013-01-26,come on ex tc oswald show us what you ' ve got . strange on / off winds through the house with the windows all shut ! #bigwet #tornado
2013-01-26,the banana regional council urging people in the low - lying areas of biloela in c qld to evacuate to higher ground <USR> #bigwet
2013-01-26,emergency alert - biloela . people in low - lying areas of town should move to higher ground or the civic centre . #bigwet
2013-01-26,<USR> the upside to an all nighter is no 4am alarm clock ! #bigwet #zinccq #gladstone #allnightlong
