2013-09-25,*update* some much - needed context on the colorado floods <URL>
2013-09-25,"good news #coflood rt <USR> : all of the missing in colorado , are now now accounted for <URL>"
2013-09-25,"down the rabbit hole w / popeye 10pm - midnight est : colorado floods , zero tolerance is bs , obamacare & more <URL>"
2013-09-25,colorado sure can be pretty after floods ❤ <URL>
2013-09-25,monday matters - pets in colorado flooding <URL> via <USR>
2013-09-25,"hyundai , mazda and ford offering support to victims of colorado flooding - autoblog <URL>"
2013-09-25,monday matters - pets in colorado flooding <URL> via <USR>
2013-09-25,"schools & districts in colorado have been devastated by the flooding there . to find out how you can help , go to <URL>"
2013-09-25,"after colorado flooding , massive highway rebuilding project begins <URL>"
2013-09-25,"please help those affected by the #coflood . to learn how you can contribute , visit <URL>"
2013-09-25,noco will keep drawing national attention for all that it has going for it and come out stronger #coflood <URL> via
2013-09-25,". <USR> launches own 501 ( c ) ( 3 ) – the "" can ' d aid foundation "" <URL> #colorado #coflood #craftbeer"
2013-09-25,report : colorado flooding ' was likely a 100 - year flood ' : the flood that ravaged colorado earlier this month was . . . <URL>
2013-09-25,now observing a moment of silence in memory of the victims of the colorado floods
2013-09-25,hours of operation for <USR> #coflood registration are 5 a . m . - 8 p . m . mdt . phone 800 - 621 - fema ( 3362 ) or tty at 800 - 462 - 75 …
2013-09-25,more than $25m in <USR> grants has been distributed to #coflood survivors in the 9 declared counties . <URL>
2013-09-21,all evacuation shelters will be consolidated into one location : the ymca in boulder . get the details <URL> #boulderflood
2013-09-21,"colorado floods : deluged boulder restaurants struggle back to service : with bright skies and dry streets , . . . <URL>"
2013-09-21,check out the latest article on the recent historical rainfall and flooding in colorado . <URL> #cowx #coflood
2013-09-21,#colorado lyons sheriff pushed for flood warning system in 2008 which saved lives during the recent #coflood video <URL>
2013-09-21,barbi twins looking out for lost pets in colorado floods ; rescues underway <URL>
2013-09-21,"our <USR> loads of hope truck is located at loveland ' s laundromat , 266 e 2 9 th st loveland , co 80538 : <URL> #cofloodrelief"
2013-09-21,. <USR> : summary of federal aid for private water infrastructure . <URL> #coflood
2013-09-21,i voted for #porkgreenchili for #usfoodsntp in the southwest to support #cofloodrelief . join me : <URL>
2013-09-21,it sucks that the floods in colorado are affecting riot fest but even still my heart goes out to those in colorado and being affected
2013-09-21,"cnn news : oil spills , floods , airlifts in colorado <URL>"
2013-09-21,<USR> can you please help my friend wyl who lost his home and business in the colorado floods <URL> please spread .
2013-09-21,<USR> please help my friend wyl who lost his home and business in the colorado floods <URL> please spread .
2013-09-21,"after the #coflood , #fracking operations are leaking . tell <USR> : stop co ' s #fracking flood <URL> …"
2013-09-21,flood cleanup guidance from colo . dept . of pub . health #coflood <URL>
2013-09-21,honey badger prolly flooding louisiana with good colorado weed . letting them niggas sell dope like sushi .
2013-09-21,bringing it home : impact of floods ripples to aspen <URL> #aspen #colorado
2013-09-21,"rt <USR> : "" homosexual activity blamed for colorado floods "" don ' t you think if we had that kind of power we ' d have des …"
2013-09-21,"<USR> #opcoflood #coflood tell hickenlooper in wake of #coloradoflood , we need a moratorium on #fracking - <URL>"
2013-09-21,colorado makes massive pet friendly rescue effort after flooding <URL>
2013-09-21,cat saves several people from colorado flooding | life with cats <URL> via <USR>
2013-09-21,crazy disturbing images from the double disaster : oil and gas tanks leaking in the #coflood . <URL>
2013-09-21,colorado makes massive pet friendly rescue effort after flooding <URL>
2013-09-21,so sad - - > this is where flooding meets fracking after colorado ' s superstorm <URL> via <USR> #fractivism
2013-09-21,it ' s only fitting that after the colorado floods our game vs . csu is in the rain 😔 ☔ ️
2013-09-21,""" the gays "" caused the flooding in colorado ? can do that but can ' t get the judy garland box set when it ' s back ordered ? #doh"
2013-09-21,harry blames colorado floods on that bs warming bs ! ! him and gore should be in jail ! ! for fruad ! ! enough ! ! lies
2013-09-21,select <USR> parks are now open to the public ! staff is working hard to assess & repair #boulderflood damage <URL>
2013-09-21,hwy 119 between longmont and i - 25 is open . cut off about 20 minutes from my drive this morning . #coflood
2013-09-21,colorado oilfield flooding causes spills after deadly storms <URL>
2013-09-21,hay coloradoans ! #coflood #horses - contact colorado horse care foodbank 4 help . <URL> #cofloods #equi …
2013-09-21,larimer county officials say number of people unaccounted for in #coflood has dropped to 60 : <URL>
2013-09-21,"boulder county officials say another person has been found dead from the colorado floods , . . . <URL> #denver #colorado"
2013-09-21,colorado flooding : nebraska ' s platte river next in line for flood surge <URL> #com #mexico #nationalweatherservice
2013-09-21,"more oil spills from #colorado flooding as high water delays cleanup ( #energyindepth : "" nothing here , move along . . . "" ) http :// …"
2013-09-21,you can help victims of the colorado floods . #m1charity is accepting donations : … <URL>
2013-09-21,more roads reopening after floods : colorado transportation officials say they hope to ease traffic congestion in . . . <URL>
2013-09-21,#minutepostbiz roads in northern colorado reopen as floods recede via abc news <URL>
2013-09-21,help us help more people affected by the #coflood <URL> #opwhattheflood
2013-09-21,the water under the boulder creek / broadway underpass silted up #boulderflood #aftermath <USR> boulder creek <URL>
2013-09-21,roads in northern colorado reopen as floods recede <URL>
2013-09-21,7 shocking photos of colorado ' s flash floods <URL> via <USR>
2013-09-21,colorado floods aerial images water go to nebraska https://t.co/4oyp3avfsh #coflood #opcoflood
2013-09-21,roads in northern colorado reopen as floods recede - usa today <URL>
2013-09-21,news : roads in northern colorado reopen as floods recede - the charlottesville newsplex <URL>
2013-09-21,colorado flooding update : e . coli found in town ' s drinking water - <URL> flood changes town forever <URL>
2013-09-21,"oil spilled into colorado waters exceeds 25,000 gallons : <URL> #coflood <URL>"
2013-09-21,"1,900 oil and gas wells have been shut down in wake of colorado ' s floods : <URL>"
2013-09-21,"birds , small animals affected by colorado flooding <URL> via <USR>"
2013-09-21,15 guard members stranded in flood : it seems no one is beyond the reach of colorado ' s epic flooding . <URL>
2013-09-21,"oil spilled into colorado waters exceeds 25,000 gallons : <URL> #coflood <URL>"
2013-09-21,roads in northern colorado reopen as floods recede <URL>
2013-09-21,photos : historic flooding across colorado <URL> <URL>
2013-09-21,they come from home to help . . #boulderflood <URL>
2013-09-21,donate ! help rescue animals from colorado flooding <URL> via <USR>
2013-09-21,i liked a <USR> video <URL> colorado flooding is all manmade
2013-09-21,"irony alert <USR> : oil spills now exceed 25,000 gallons due to colorado flooding <URL>"
2013-09-26,"looking for colorado flood relief resources ? well , look no further : <URL> #coleg #coflood"
2013-09-26,#usarmy heroic efforts of fort carson medevac company save lives in colorado floods <URL> <USR> <USR> …
2013-09-26,flooding and #fracking in colorado : double disaster <URL> via <USR>
2013-09-26,<USR> can we get some loveballs in colorado ? we need it after all the flooding ! love you ! xo
2013-09-26,awesome video of lhs in denvers #lipdub of <USR> trying to win a concert to donate $ to #coloradoflood victims <URL>
2013-09-26,awesome video of lhs in denvers #lipdub of <USR> trying to win a concert to donate $ to #coloradoflood victims <URL>
2013-09-26,#coflood #estespark #estesflood estes park needs volunteers ! needed : about 20 volunteers who are able to do any . . . htt …
2013-09-26,city of boulder curbside cleanup of #coflood debris starts today ( 9 / 26 ) . for schedule & more info : <URL>
2013-09-26,mt <USR> firefighters assist with colorado floods <URL> #coflood ^ cb
2013-09-26,back from the floods : thursday update on colorado ' s recovery <URL> #denver
2013-09-26,we are helping 2 farms affected by the #boulderflood this weekend . email studenttofarm@colorado.edu to help us help them …
2013-09-26,more spills reported in wattenberg oil patch following #colorado #flooding : <URL>
2013-09-26,"wow #schoolspirit ! ! lakewood high school does lip - dub of katy perrys "" roar "" to raise funds for #coflood victims http :/ …"
2013-09-26,how bad is the toxic legacy left behind from colorado ’ s floods and other extreme storms ? <URL> via <USR>
2013-09-26,pics of #boulderflood damage are disheartening . shame for a city that takes #envirotection as seriously as to charge $ . 10 for a plastic bag
2013-09-26,#coflood update : storm mountain given additional access through bobcat ridge natural area & power line trail <USR> …
2013-09-26,"<USR> reports most electric customers back on line , but 2000 gas customers still out , half in boulder county . #coflood ."
2013-09-26,more spills reported in wattenberg oil patch following #colorado #flooding : <URL>
2013-09-26,petaid colorado is assisting at - risk animals during the #coflood disaster . for more info on what you can do to help : <URL>
2013-09-26,#political news hickenlooper considering special legislative session in wake of colorado floods <URL>
2013-09-30,"<USR> major floods in alberta , colorado , and mexico this year . economic cost ? effects of arctic amplification <URL>"
2013-09-30,"#coflood #copets found dog : sweet female with collar , no tags , in boulder , palo park area . . . . <URL>"
2013-09-30,#boulder estimates $49m in repairs to infrastructure b / c #coflood . city can cover w / savings . no need to change budget . …
2013-09-30,i am grateful for the support of the house - thanks for passing disaster relief for colorado . #coflood #cofloodrelief - cg
2013-09-30,house democrats demand hearing on massive oil and gas spills in colorado floods <URL> via occupy http :// …
2013-09-30,impact of government shutdown on federal flood relief in colorado unclear ( <URL> #govshutdown #coloradoflood
2013-09-30,three catholic charities workers from broome county have traveled to colorado to help with the victims of the flooding . pray for them .
2013-09-30,colorado replaces fresno state game ( cancelled by floods ) with home game against fcs charleston southern on oct . 19 .
2013-09-30,colorado schedules makeup after flooding <URL> #ncaa #collegefootball #top25 #theskyboat
